Crop,Rainfall,Water Source,Soil Type,Organic,Fertilizers Used,Climate,Season,Labor Availability,Yield
Cotton,Abundant,Rain,Saline,Yes,Urea,Tropical,Summer,Medium,21
Barley,Medium,Bore,Sandy,No,DAP,Temperate,Spring,Low,69
Millet,Less/No Rain,Rain,Sandy,No,Compost,Dry,Summer,Medium,33
Wheat,Medium,Rain,Loamy,No,None,Temperate,Autumn,Medium,59
Maize,Less/No Rain,Bore,Loamy,No,Compost,Temperate,Summer,High,57
Grape,Medium,Bore,Sandy,No,Potash,Tropical,Summer,Medium,63
Wheat,Medium,Other,Loamy,Yes,Potash,Temperate,Spring,Medium,96
Cotton,Abundant,Other,Sandy,No,"Urea, Potash",Tropical,Summer,Low,95
Turmeric,Abundant,Other,Clay,No,None,Tropical,Summer,High,65
Rice,Abundant,Other,Clay,Yes,Urea,Tropical,Summer,Low,49
Turmeric,Abundant,Bore,Loamy,No,Potash,Tropical,Autumn,Medium,52
Millet,Less/No Rain,Rain,Sandy,No,"Urea, Potash",Dry,Summer,High,58
Soybean,Medium,Bore,Loamy,Yes,DAP,Tropical,Spring,Low,25
Cotton,Abundant,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,Low,90
Mango,Abundant,Bore,Loamy,Yes,Compost,Tropical,Summer,High,46
Sugarcane,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,Low,92
Grape,Medium,Rain,Sandy,Yes,None,Tropical,Summer,Medium,97
Barley,Medium,Rain,Loamy,No,"Urea, Potash",Temperate,Spring,Medium,65
Rice,Abundant,Bore,Clay,Yes,None,Tropical,Summer,Low,84
Millet,Less/No Rain,Other,Loamy,No,None,Dry,Summer,Medium,56
Grape,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,54
Soybean,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Summer,High,64
Mango,Abundant,Bore,Sandy,No,"Urea, Potash",Tropical,Summer,Medium,49
Sugarcane,Abundant,Other,Clay,No,Urea,Tropical,Spring,Low,33
Sugarcane,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,83
Turmeric,Abundant,Other,Clay,No,DAP,Tropical,Autumn,Medium,56
Rice,Abundant,Rain,Clay,Yes,Urea,Tropical,Summer,High,57
Soybean,Medium,Other,Sandy,Yes,Potash,Tropical,Summer,Low,66
Maize,Less/No Rain,Other,Loamy,No,Compost,Temperate,Spring,Low,69
Soybean,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,High,26
Turmeric,Abundant,Rain,Clay,Yes,DAP,Tropical,Autumn,Medium,72
Soybean,Medium,Other,Sandy,Yes,"Urea, Potash",Tropical,Summer,High,48
Mango,Abundant,Other,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,Medium,86
Rice,Abundant,Rain,Silt,No,Potash,Tropical,Summer,Low,60
Sugarcane,Abundant,Bore,Clay,Yes,"Urea, DAP, Potash",Tropical,Spring,High,29
Millet,Less/No Rain,Other,Sandy,No,"Urea, DAP, Potash",Dry,Summer,Low,39
Turmeric,Abundant,Bore,Loamy,Yes,None,Tropical,Autumn,High,51
Soybean,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,High,96
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Medium,55
Mango,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,75
Cotton,Abundant,Other,Saline,No,"DAP, Compost",Tropical,Summer,Low,85
Barley,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Low,97
Rice,Abundant,Other,Silt,Yes,"DAP, Compost",Tropical,Summer,High,66
Barley,Medium,Rain,Loamy,No,Potash,Temperate,Spring,Low,23
Grape,Medium,Bore,Loamy,Yes,Urea,Temperate,Summer,Low,93
Cotton,Abundant,Rain,Saline,No,"DAP, Compost",Tropical,Summer,Low,70
Mango,Abundant,Bore,Loamy,Yes,Urea,Tropical,Spring,Medium,64
Maize,Medium,Bore,Loamy,No,"DAP, Compost",Dry,Spring,High,70
Turmeric,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Autumn,High,59
Sugarcane,Abundant,Bore,Clay,No,Potash,Tropical,Spring,High,72
Millet,Less/No Rain,Bore,Sandy,No,None,Dry,Summer,Low,99
Wheat,Medium,Other,Sandy,Yes,Urea,Temperate,Spring,Low,35
Turmeric,Abundant,Bore,Loamy,Yes,None,Tropical,Autumn,Low,97
Soybean,Medium,Other,Sandy,Yes,DAP,Temperate,Summer,High,30
Mango,Abundant,Other,Loamy,No,"Urea, Potash",Tropical,Summer,High,34
Rice,Abundant,Other,Silt,Yes,Compost,Tropical,Summer,Medium,68
Mango,Abundant,Rain,Loamy,No,Compost,Tropical,Summer,Medium,38
Mango,Abundant,Other,Sandy,No,"Urea, Potash",Tropical,Spring,High,23
Grape,Medium,Bore,Loamy,No,Potash,Tropical,Summer,High,49
Turmeric,Abundant,Rain,Loamy,No,DAP,Tropical,Summer,Low,95
Rice,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Summer,High,91
Cotton,Abundant,Bore,Saline,Yes,Compost,Dry,Summer,High,97
Mango,Abundant,Bore,Loamy,Yes,DAP,Tropical,Spring,High,98
Turmeric,Abundant,Other,Loamy,Yes,Urea,Tropical,Summer,Low,62
Wheat,Medium,Bore,Loamy,Yes,Compost,Temperate,Spring,Low,27
Barley,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,High,37
Rice,Abundant,Bore,Clay,Yes,"DAP, Compost",Tropical,Summer,Medium,42
Wheat,Medium,Bore,Sandy,No,None,Temperate,Spring,Low,96
Millet,Less/No Rain,Bore,Sandy,No,DAP,Dry,Summer,High,70
Rice,Abundant,Rain,Silt,Yes,"DAP, Compost",Tropical,Summer,High,28
Rice,Abundant,Rain,Clay,No,Compost,Tropical,Summer,Medium,83
Mango,Abundant,Other,Loamy,No,None,Tropical,Spring,High,65
Sugarcane,Abundant,Other,Loamy,Yes,DAP,Tropical,Spring,High,61
Wheat,Medium,Other,Loamy,No,DAP,Temperate,Spring,Low,68
Barley,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Spring,Medium,40
Mango,Abundant,Other,Loamy,Yes,None,Tropical,Summer,High,67
Rice,Abundant,Rain,Silt,Yes,Compost,Tropical,Summer,Low,86
Maize,Less/No Rain,Rain,Loamy,Yes,Potash,Dry,Summer,Low,99
Soybean,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,Low,39
Soybean,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Low,20
Wheat,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Autumn,Medium,35
Rice,Abundant,Bore,Clay,Yes,"Urea, DAP, Potash",Tropical,Summer,High,70
Wheat,Medium,Rain,Loamy,No,"DAP, Compost",Temperate,Spring,Medium,53
Cotton,Abundant,Rain,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,Low,89
Soybean,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,Low,75
Maize,Less/No Rain,Bore,Sandy,Yes,"Urea, DAP, Potash",Temperate,Summer,Medium,22
Millet,Less/No Rain,Bore,Sandy,No,None,Dry,Summer,Medium,78
Soybean,Medium,Rain,Sandy,No,Urea,Tropical,Summer,Low,94
Grape,Medium,Bore,Sandy,No,None,Tropical,Summer,High,89
Cotton,Abundant,Other,Saline,No,"Urea, DAP, Potash",Tropical,Summer,High,29
Barley,Medium,Bore,Sandy,Yes,Potash,Temperate,Spring,High,23
Soybean,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Tropical,Spring,Low,86
Rice,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,High,41
Sugarcane,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,High,51
Barley,Medium,Other,Loamy,Yes,None,Temperate,Spring,Medium,93
Wheat,Medium,Rain,Loamy,Yes,DAP,Temperate,Spring,Low,25
Soybean,Medium,Rain,Loamy,Yes,"DAP, Compost",Temperate,Spring,Low,78
Wheat,Medium,Other,Loamy,Yes,Potash,Temperate,Spring,Medium,49
Grape,Medium,Rain,Loamy,Yes,Compost,Temperate,Spring,Low,34
Rice,Abundant,Other,Silt,Yes,"DAP, Compost",Tropical,Summer,Medium,57
Sugarcane,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,89
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Medium,78
Wheat,Medium,Other,Loamy,No,Potash,Temperate,Autumn,Low,88
Cotton,Abundant,Bore,Saline,No,Potash,Dry,Summer,High,53
Mango,Abundant,Other,Loamy,No,Urea,Tropical,Summer,Low,74
Grape,Medium,Bore,Sandy,Yes,None,Temperate,Summer,Low,66
Millet,Less/No Rain,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,Low,75
Sugarcane,Abundant,Bore,Clay,No,Compost,Tropical,Spring,Medium,81
Wheat,Medium,Bore,Loamy,Yes,Urea,Temperate,Autumn,Low,95
Barley,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,Medium,68
Millet,Less/No Rain,Bore,Loamy,Yes,Urea,Dry,Summer,Low,33
Mango,Abundant,Rain,Loamy,No,DAP,Tropical,Summer,Low,97
Barley,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,High,95
Cotton,Abundant,Bore,Sandy,No,DAP,Tropical,Summer,Low,62
Cotton,Abundant,Rain,Saline,Yes,"DAP, Compost",Tropical,Summer,High,60
Maize,Less/No Rain,Rain,Loamy,No,None,Dry,Spring,Medium,61
Turmeric,Abundant,Other,Clay,Yes,"DAP, Compost",Tropical,Summer,High,34
Mango,Abundant,Rain,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,36
Millet,Less/No Rain,Rain,Sandy,No,None,Dry,Summer,Medium,62
Sugarcane,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Spring,Medium,91
Millet,Less/No Rain,Rain,Sandy,Yes,None,Dry,Summer,High,37
Wheat,Medium,Other,Loamy,Yes,"Urea, Potash",Temperate,Autumn,Low,98
Sugarcane,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,68
Rice,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,Medium,87
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,High,66
Rice,Abundant,Rain,Clay,No,Urea,Tropical,Summer,Medium,96
Sugarcane,Abundant,Bore,Clay,No,Urea,Tropical,Spring,Low,60
Grape,Medium,Bore,Loamy,Yes,None,Temperate,Summer,Medium,36
Mango,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,Medium,99
Cotton,Abundant,Bore,Saline,Yes,"DAP, Compost",Dry,Summer,High,57
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Summer,Medium,28
Wheat,Medium,Rain,Sandy,No,None,Temperate,Autumn,Medium,38
Rice,Abundant,Rain,Clay,No,DAP,Tropical,Summer,Medium,70
Barley,Medium,Bore,Loamy,No,None,Temperate,Spring,Medium,26
Barley,Medium,Bore,Sandy,No,"DAP, Compost",Temperate,Spring,Low,22
Wheat,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,Medium,74
Rice,Abundant,Other,Clay,Yes,None,Tropical,Summer,High,94
Sugarcane,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Spring,High,90
Maize,Medium,Bore,Sandy,Yes,None,Dry,Summer,Medium,69
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,Low,80
Wheat,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,High,33
Barley,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Medium,96
Sugarcane,Abundant,Other,Loamy,No,DAP,Tropical,Spring,Medium,40
Cotton,Abundant,Rain,Saline,No,"Urea, DAP, Potash",Dry,Summer,Low,70
Turmeric,Abundant,Rain,Clay,No,DAP,Tropical,Summer,High,78
Rice,Abundant,Other,Clay,Yes,Compost,Tropical,Summer,Low,32
Mango,Abundant,Other,Sandy,Yes,"Urea, Potash",Tropical,Spring,High,81
Mango,Abundant,Other,Sandy,Yes,DAP,Tropical,Summer,High,23
Grape,Medium,Rain,Sandy,No,Compost,Temperate,Spring,High,75
Wheat,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,High,66
Grape,Medium,Other,Loamy,No,"Urea, Potash",Tropical,Spring,High,29
Rice,Abundant,Bore,Clay,Yes,Urea,Tropical,Summer,Low,98
Mango,Abundant,Other,Loamy,No,Compost,Tropical,Summer,Medium,29
Rice,Abundant,Rain,Silt,No,None,Tropical,Summer,Low,97
Soybean,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,28
Grape,Medium,Other,Loamy,No,Urea,Tropical,Spring,High,58
Sugarcane,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,71
Cotton,Abundant,Rain,Sandy,Yes,DAP,Tropical,Summer,High,35
Sugarcane,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Spring,Medium,74
Rice,Abundant,Rain,Clay,No,None,Tropical,Summer,Medium,77
Maize,Less/No Rain,Rain,Loamy,Yes,Compost,Temperate,Summer,High,44
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,High,79
Grape,Medium,Rain,Sandy,No,None,Tropical,Summer,Low,74
Sugarcane,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,High,99
Millet,Less/No Rain,Rain,Sandy,Yes,DAP,Dry,Summer,Low,75
Sugarcane,Abundant,Other,Clay,No,"DAP, Compost",Tropical,Spring,Medium,32
Turmeric,Abundant,Rain,Clay,No,DAP,Tropical,Autumn,High,77
Millet,Less/No Rain,Other,Loamy,Yes,Compost,Dry,Summer,Low,21
Wheat,Medium,Other,Loamy,Yes,Potash,Temperate,Spring,Medium,60
Maize,Medium,Rain,Sandy,Yes,"Urea, Potash",Dry,Spring,Medium,94
Maize,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Summer,Low,52
Turmeric,Abundant,Bore,Clay,Yes,"Urea, Potash",Tropical,Autumn,Low,21
Soybean,Medium,Rain,Sandy,No,DAP,Tropical,Spring,High,30
Maize,Medium,Other,Loamy,No,None,Temperate,Spring,Medium,83
Turmeric,Abundant,Other,Clay,Yes,Urea,Tropical,Autumn,Low,56
Wheat,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Temperate,Autumn,High,63
Barley,Medium,Rain,Sandy,No,None,Temperate,Spring,Low,22
Sugarcane,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Spring,Medium,33
Mango,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Summer,Low,50
Maize,Less/No Rain,Bore,Sandy,No,"Urea, Potash",Temperate,Spring,Low,34
Mango,Abundant,Rain,Loamy,No,Urea,Tropical,Spring,Medium,41
Soybean,Medium,Bore,Loamy,Yes,None,Temperate,Summer,Low,47
Maize,Less/No Rain,Rain,Loamy,No,"Urea, DAP, Potash",Dry,Spring,Medium,40
Soybean,Medium,Bore,Loamy,Yes,"Urea, Potash",Tropical,Summer,High,55
Maize,Medium,Rain,Loamy,No,None,Dry,Summer,High,77
Wheat,Medium,Other,Loamy,No,None,Temperate,Spring,High,38
Rice,Abundant,Rain,Silt,Yes,Potash,Tropical,Summer,Low,83
Millet,Less/No Rain,Rain,Sandy,No,DAP,Dry,Summer,Medium,86
Soybean,Medium,Rain,Sandy,No,DAP,Temperate,Summer,Medium,83
Millet,Less/No Rain,Rain,Loamy,No,DAP,Dry,Summer,Low,86
Wheat,Medium,Bore,Sandy,No,Urea,Temperate,Spring,High,66
Turmeric,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Low,88
Cotton,Abundant,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,Medium,42
Soybean,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,81
Maize,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Summer,Medium,22
Soybean,Medium,Bore,Loamy,No,Urea,Temperate,Summer,High,80
Maize,Less/No Rain,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,76
Millet,Less/No Rain,Bore,Sandy,No,DAP,Dry,Summer,Low,30
Rice,Abundant,Other,Silt,Yes,DAP,Tropical,Summer,Medium,53
Cotton,Abundant,Bore,Saline,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,39
Barley,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,34
Grape,Medium,Other,Loamy,No,Potash,Tropical,Spring,Low,57
Barley,Medium,Bore,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Low,32
Sugarcane,Abundant,Other,Clay,No,"Urea, Potash",Tropical,Spring,Low,34
Wheat,Medium,Other,Sandy,No,None,Temperate,Spring,High,61
Mango,Abundant,Other,Loamy,No,Urea,Tropical,Summer,Medium,94
Millet,Less/No Rain,Rain,Sandy,No,Urea,Dry,Summer,High,31
Cotton,Abundant,Bore,Saline,Yes,None,Dry,Summer,Medium,77
Soybean,Medium,Bore,Loamy,Yes,Compost,Tropical,Summer,High,31
Millet,Less/No Rain,Rain,Loamy,No,DAP,Dry,Summer,Low,36
Cotton,Abundant,Rain,Sandy,Yes,Potash,Tropical,Summer,High,27
Mango,Abundant,Bore,Loamy,No,Compost,Tropical,Summer,Low,35
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Dry,Summer,High,25
Barley,Medium,Other,Sandy,No,"DAP, Compost",Temperate,Spring,Low,68
Grape,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,High,83
Barley,Medium,Bore,Sandy,No,"DAP, Compost",Temperate,Spring,Low,97
Millet,Less/No Rain,Rain,Sandy,No,"Urea, Potash",Dry,Summer,Low,90
Mango,Abundant,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,90
Rice,Abundant,Bore,Clay,Yes,"DAP, Compost",Tropical,Summer,Low,76
Rice,Abundant,Bore,Clay,Yes,Urea,Tropical,Summer,Medium,36
Turmeric,Abundant,Other,Loamy,Yes,None,Tropical,Summer,Medium,99
Barley,Medium,Rain,Loamy,No,Urea,Temperate,Spring,High,86
Cotton,Abundant,Other,Saline,Yes,"Urea, Potash",Tropical,Summer,Medium,60
Maize,Medium,Bore,Sandy,Yes,Urea,Temperate,Summer,High,66
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,56
Rice,Abundant,Rain,Silt,Yes,Potash,Tropical,Summer,Medium,33
Maize,Medium,Rain,Loamy,Yes,None,Temperate,Spring,Low,96
Millet,Less/No Rain,Bore,Loamy,Yes,Compost,Dry,Summer,High,86
Barley,Medium,Rain,Sandy,No,Compost,Temperate,Spring,High,31
Grape,Medium,Rain,Sandy,Yes,Potash,Tropical,Spring,High,36
Mango,Abundant,Bore,Sandy,No,"Urea, DAP, Potash",Tropical,Spring,High,37
Grape,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,High,78
Barley,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Medium,85
Grape,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,High,66
Grape,Medium,Other,Loamy,Yes,DAP,Temperate,Summer,Low,66
Cotton,Abundant,Bore,Sandy,No,Compost,Dry,Summer,High,70
Rice,Abundant,Bore,Silt,Yes,None,Tropical,Summer,Low,71
Sugarcane,Abundant,Bore,Clay,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,48
Cotton,Abundant,Rain,Sandy,No,"Urea, Potash",Tropical,Summer,Low,53
Maize,Less/No Rain,Rain,Loamy,Yes,None,Dry,Spring,Low,91
Maize,Less/No Rain,Other,Loamy,Yes,None,Temperate,Summer,High,21
Maize,Medium,Other,Sandy,No,"DAP, Compost",Dry,Spring,High,60
Grape,Medium,Rain,Loamy,Yes,None,Tropical,Summer,Low,33
Millet,Less/No Rain,Other,Loamy,Yes,Compost,Dry,Summer,High,39
Grape,Medium,Other,Sandy,No,Potash,Temperate,Spring,High,64
Maize,Medium,Bore,Sandy,Yes,Urea,Dry,Spring,High,85
Turmeric,Abundant,Rain,Loamy,Yes,Compost,Tropical,Autumn,High,67
Millet,Less/No Rain,Rain,Loamy,Yes,Urea,Dry,Summer,Medium,88
Soybean,Medium,Bore,Sandy,No,Compost,Tropical,Summer,Low,32
Soybean,Medium,Bore,Sandy,No,Urea,Tropical,Spring,Medium,23
Barley,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Low,87
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,23
Maize,Medium,Bore,Loamy,No,DAP,Temperate,Summer,Low,31
Turmeric,Abundant,Rain,Loamy,No,DAP,Tropical,Autumn,Low,23
Turmeric,Abundant,Rain,Clay,Yes,Compost,Tropical,Autumn,High,93
Grape,Medium,Rain,Sandy,Yes,DAP,Temperate,Spring,High,38
Maize,Medium,Other,Sandy,No,"Urea, DAP, Potash",Dry,Spring,Medium,78
Rice,Abundant,Bore,Clay,Yes,Compost,Tropical,Summer,Low,84
Soybean,Medium,Bore,Sandy,No,Potash,Temperate,Spring,High,33
Soybean,Medium,Bore,Loamy,No,Urea,Temperate,Summer,Medium,31
Cotton,Abundant,Bore,Saline,No,Urea,Dry,Summer,Low,42
Maize,Medium,Rain,Sandy,Yes,"Urea, Potash",Temperate,Spring,High,92
Rice,Abundant,Rain,Silt,No,None,Tropical,Summer,High,96
Rice,Abundant,Rain,Silt,Yes,None,Tropical,Summer,High,89
Barley,Medium,Other,Loamy,No,"Urea, Potash",Temperate,Spring,High,41
Wheat,Medium,Bore,Loamy,Yes,Urea,Temperate,Autumn,High,33
Grape,Medium,Bore,Sandy,No,None,Temperate,Spring,High,29
Millet,Less/No Rain,Bore,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,Low,60
Wheat,Medium,Rain,Loamy,Yes,DAP,Temperate,Autumn,High,75
Maize,Medium,Other,Sandy,Yes,"Urea, Potash",Dry,Summer,High,25
Maize,Less/No Rain,Rain,Loamy,Yes,"DAP, Compost",Temperate,Summer,High,82
Sugarcane,Abundant,Other,Clay,No,None,Tropical,Summer,Medium,82
Wheat,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Autumn,Medium,67
Maize,Medium,Rain,Sandy,Yes,Potash,Dry,Summer,High,89
Millet,Less/No Rain,Bore,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,Low,68
Sugarcane,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,High,48
Wheat,Medium,Other,Sandy,Yes,None,Temperate,Autumn,High,73
Millet,Less/No Rain,Other,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,82
Mango,Abundant,Bore,Sandy,No,None,Tropical,Summer,Medium,66
Wheat,Medium,Other,Loamy,Yes,None,Temperate,Autumn,Medium,26
Barley,Medium,Other,Sandy,No,Compost,Temperate,Spring,Medium,93
Wheat,Medium,Rain,Sandy,No,None,Temperate,Spring,Low,80
Wheat,Medium,Rain,Sandy,No,Potash,Temperate,Spring,High,62
Wheat,Medium,Bore,Loamy,No,Compost,Temperate,Spring,High,48
Grape,Medium,Other,Loamy,Yes,Potash,Tropical,Summer,Low,84
Millet,Less/No Rain,Rain,Sandy,No,Compost,Dry,Summer,High,28
Rice,Abundant,Rain,Clay,Yes,None,Tropical,Summer,Low,61
Wheat,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Autumn,Medium,48
Sugarcane,Abundant,Other,Clay,Yes,"Urea, DAP, Potash",Tropical,Spring,High,53
Soybean,Medium,Bore,Sandy,Yes,Potash,Tropical,Spring,Medium,82
Mango,Abundant,Rain,Sandy,No,Urea,Tropical,Spring,Medium,31
Rice,Abundant,Rain,Silt,Yes,DAP,Tropical,Summer,Low,34
Sugarcane,Abundant,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,97
Millet,Less/No Rain,Bore,Sandy,Yes,Urea,Dry,Summer,Low,35
Turmeric,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Autumn,Low,31
Soybean,Medium,Rain,Sandy,No,"DAP, Compost",Tropical,Summer,Medium,61
Rice,Abundant,Rain,Silt,Yes,Compost,Tropical,Summer,High,74
Sugarcane,Abundant,Other,Clay,No,"DAP, Compost",Tropical,Spring,Low,55
Barley,Medium,Bore,Sandy,No,Urea,Temperate,Spring,Low,40
Wheat,Medium,Rain,Sandy,No,Urea,Temperate,Autumn,High,41
Soybean,Medium,Rain,Loamy,Yes,None,Temperate,Spring,High,48
Grape,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,High,84
Barley,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Spring,Low,38
Wheat,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,High,36
Grape,Medium,Bore,Loamy,Yes,Potash,Tropical,Summer,Low,65
Grape,Medium,Other,Loamy,Yes,Compost,Tropical,Summer,Low,87
Turmeric,Abundant,Bore,Clay,Yes,"DAP, Compost",Tropical,Autumn,Low,28
Soybean,Medium,Bore,Loamy,No,None,Temperate,Summer,Medium,71
Sugarcane,Abundant,Other,Clay,No,None,Tropical,Spring,High,72
Mango,Abundant,Other,Loamy,No,"Urea, Potash",Tropical,Summer,Low,56
Rice,Abundant,Rain,Silt,Yes,Compost,Tropical,Summer,Medium,24
Mango,Abundant,Rain,Sandy,No,None,Tropical,Spring,Low,58
Millet,Less/No Rain,Rain,Sandy,No,"DAP, Compost",Dry,Summer,High,38
Maize,Medium,Other,Loamy,No,Urea,Dry,Summer,Medium,89
Cotton,Abundant,Bore,Saline,No,None,Tropical,Summer,Low,65
Soybean,Medium,Rain,Loamy,Yes,Urea,Temperate,Spring,Medium,95
Grape,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,70
Grape,Medium,Other,Sandy,Yes,None,Tropical,Spring,Medium,31
Soybean,Medium,Other,Loamy,No,Potash,Tropical,Spring,High,35
Sugarcane,Abundant,Bore,Loamy,Yes,Urea,Tropical,Spring,Low,93
Wheat,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Spring,Medium,71
Rice,Abundant,Other,Clay,Yes,None,Tropical,Summer,Low,33
Maize,Medium,Bore,Sandy,Yes,None,Dry,Summer,High,20
Wheat,Medium,Rain,Loamy,Yes,"DAP, Compost",Temperate,Spring,Low,39
Sugarcane,Abundant,Bore,Loamy,Yes,Compost,Tropical,Summer,High,23
Grape,Medium,Rain,Sandy,Yes,"Urea, Potash",Tropical,Summer,Medium,94
Millet,Less/No Rain,Bore,Loamy,Yes,Compost,Dry,Summer,Medium,81
Barley,Medium,Bore,Sandy,No,"Urea, Potash",Temperate,Spring,Low,56
Maize,Medium,Other,Loamy,Yes,Potash,Temperate,Summer,Medium,71
Mango,Abundant,Bore,Sandy,No,Potash,Tropical,Summer,Low,82
Cotton,Abundant,Rain,Saline,Yes,DAP,Tropical,Summer,Medium,91
Turmeric,Abundant,Bore,Clay,Yes,None,Tropical,Summer,Medium,38
Barley,Medium,Rain,Sandy,Yes,DAP,Temperate,Spring,High,81
Grape,Medium,Rain,Loamy,No,Urea,Tropical,Spring,High,36
Sugarcane,Abundant,Bore,Loamy,Yes,Compost,Tropical,Summer,High,63
Cotton,Abundant,Other,Saline,Yes,None,Tropical,Summer,Low,98
Cotton,Abundant,Other,Sandy,Yes,Potash,Dry,Summer,Medium,26
Soybean,Medium,Rain,Sandy,Yes,DAP,Tropical,Summer,High,93
Millet,Less/No Rain,Bore,Loamy,No,Urea,Dry,Summer,Low,32
Mango,Abundant,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,Medium,23
Grape,Medium,Bore,Sandy,No,Urea,Tropical,Spring,Low,29
